用户ID,服务ID,时间,行为,title,内容
Steven,Stack Overflow,2016-07-19 09:36:51Z,comment,How to inject a dependent service into a unit of work without creating a cyclic reference?,Change you LogService to depend on DbContext directly instead of IUnitOfWork.
Steven,Stack Overflow,2016-07-14 10:39:34Z,comment,MVC - Best pattern (UoW + Repositories + Services + DI),"Be careful in describe in general that it &quot;have no benefit&quot; to use an UoW on top of what EF supplies. It all depends on context. I often find it quite useful myself to prevent my application code from having a dependency on EF (as the <a href=""https://en.wikipedia.org/wiki/Dependency_inversion_principle"" rel=""nofollow noreferrer"">DIP</a> prescribes) and I do use repositories and Unit of Work for this."
Steven,Stack Overflow,2016-07-12 09:39:03Z,comment,ASP.NET Core dependency injection: Service resolved at runtime using a Func delegate,"You will have to make the <code>DatabaseRepository</code> of the base class <code>virtual</code>, and use <code>override</code> in the derived type."
Steven,Stack Overflow,2016-07-04 14:43:07Z,comment,c# WCF [Simple Injectior] injection pattern,"And besides, since your SetAddress method is an extension method, it means that you should already have a reference to <code>IRepository&lt;Address&gt;</code> to be able to call <code>SetAddress</code> on it. So you should inject <code>IRepository&lt;Address&gt;</code> into the constructor of the class that contains the call to <code>SetAddress</code>."
Steven,Stack Overflow,2016-07-21 18:01:29Z,comment,SimpleInjector ctor injection mix registered types and simple values,"@lapsus if you update your question with information about these XyzOptions, I&#39;ll try to address that in my answer."
Steven,Stack Overflow,2016-07-17 14:42:34Z,comment,Injecting dependencies into Entity Framework entities and projects,"@AndrewP: My experience is that you should try to strive the separation of behavior and data. You will complicate your application when you let your projections and other DTOs contain logic, especially when they have dependencies. What&#39;s IMO a valid thing to do though, is to pre-compute the <code>CanLegallyVote</code> value while projecting, so that you have a behaviorless DTO, e.g. <code>context.People.ToArray().Select(person =&gt; new PersonDto { Name = x.Name, CanLegallyVote = _service.CanLegallyVote(person .DOB) });</code>"
Steven,Stack Overflow,2016-07-14 10:35:13Z,comment,MVC - Best pattern (UoW + Repositories + Services + DI),"It might be good to skip the whole &#39;services&#39; thing and move on directly to <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=91"" rel=""nofollow noreferrer"">handlers</a>."
Steven,Stack Overflow,2016-07-09 11:45:19Z,comment,SimpleInjector can&#39;t load type ConditionalHashset,"@SpaceMonkey I have no experience with Xamarin what so ever, so I have no idea what I&#39;m talking about. By looking at the Simple Injector code, the only thing I can think of that the ConditionalWeakTable is missing from the runtime that you are running in. I&#39;ve been looking at refactoring the code so  the CWT is removed, but this is far from trivial."
Steven,Stack Overflow,2016-07-04 14:25:40Z,comment,c# WCF [Simple Injectior] injection pattern,A DI container can not help you with injecting dependencies into static classes. You should pass in the dependency in the method yourself; you don&#39;t need a DI container for that.
Steven,Stack Overflow,2016-07-21 17:50:47Z,comment,SimpleInjector ctor injection mix registered types and simple values,"@lapsus I wouldn&#39;t dare promoting public consts ;). I&#39;ll try to update my answer tomorrow. But in short, using ctor injection and doing this in the composition root is the way to go; you don&#39;t need the factory."
Steven,Stack Overflow,2016-07-16 21:33:27Z,comment,"C#, MVC, IoC, Dependency Injection","See: <a href=""https://stackoverflow.com/a/15910758/264697"">stackoverflow.com/a/15910758/264697</a>"
Steven,Stack Overflow,2016-07-14 05:09:31Z,comment,Is it wrong to register a 3rd party container with IServiceCollection in AspnetCore,@ErikFunkenbusch You seem to have some great ideas on how to make the adapter work for Simple Injector. Please send us a pull request so we we can discuss this and make it work.
Steven,Stack Overflow,2016-07-08 22:09:13Z,comment,Simple Injector initialize for both MVC and Web API controllers,@Dr.Zim: If you use both Web API and MVC: yes.
Steven,Stack Overflow,2016-07-04 13:27:29Z,comment,Injecting Service in Middleware in ASP.NET Core,"Prevent injecting services based on runtime conditions, just as you should <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=99"" rel=""nofollow noreferrer"">not inject runtime data itself</a> into your application components. Instead have a composite component that gets injected with both implementations and forward the call to the implementation at runtime. Factories are hardly ever the right solution."
Steven,Stack Overflow,2016-07-21 17:44:38Z,comment,SimpleInjector ctor injection mix registered types and simple values,"@lapsus, so what you&#39;re saying is that this <code>cacheTimeout</code> is constant during the lifetime of the application (such as a configuration value)? You only have one value for <code>cacheTimeout</code> during the application&#39;s lifetime? In that case, my answer would be difderent."
Steven,Stack Overflow,2016-07-15 21:49:48Z,comment,Entity Framework - Simple Inject use Interfaces as Models,"I agree with @Igor. Interfaces are meant to abstract behavior, but your EF models are data containers. Hiding them behind an abstraction usually has no benefit. Can you tell me what is your reasoning for placing them behind interfaces?"
Steven,Stack Overflow,2016-07-13 16:54:36Z,comment,Is it wrong to register a 3rd party container with IServiceCollection in AspnetCore,@ErikFunkenbusch this discussion is useless as long as you don&#39;t read the linked articles. In the articles I made it cristal clear why we can&#39;t conform.
Steven,Stack Overflow,2016-07-08 08:23:00Z,comment,Is there a workaround for dependency injection in a class library?,"And see: <a href=""http://blog.ploeh.dk/2011/07/28/CompositionRoot/"" rel=""nofollow noreferrer"">blog.ploeh.dk/2011/07/28/CompositionRoot</a>"
Steven,Stack Overflow,2016-06-29 09:45:33Z,comment,Connection Open / Close with Dependency Injection,I think you should turn on connection pooling for your database connection (if supported for MySQL).
Steven,Stack Overflow,2016-07-21 14:19:24Z,comment,Simple factory and IOC,What exactly did you fix?
Steven,Stack Overflow,2016-07-15 15:26:23Z,comment,MVC - Simple Injector and Attribute calling the Context (EF) Throwing exceptions,"I understand. It can be a lot to chew off. Do take your time and read, digest and learn."
Steven,Stack Overflow,2016-07-13 15:55:19Z,comment,Is it wrong to register a 3rd party container with IServiceCollection in AspnetCore,"@ErikFunkenbusch Please take the time to inform yourself by reading the articles a referenced closely and the resources that are linked from those articles. After that you will realize that this is not a political stance, but in fact a technical one. Simple Injector can&#39;t comply for technical reasons to the world of the Comforming Container as Microsoft proposes it."
Steven,Stack Overflow,2016-07-08 08:16:41Z,comment,Is there a workaround for dependency injection in a class library?,"See: <a href=""http://blog.ploeh.dk/2014/05/19/di-friendly-library/"" rel=""nofollow noreferrer"">blog.ploeh.dk/2014/05/19/di-friendly-library</a>"
Steven,Stack Overflow,2016-06-24 13:20:30Z,comment,ASP.NET Core with Simple Injector,"@Bigeyes: Please post a new question/issue here <a href=""https://github.com/simpleinjector/SimpleInjector/issues/new"" rel=""nofollow noreferrer"">github.com/simpleinjector/SimpleInjector/issues/new</a> with all the relevant details."
Steven,Stack Overflow,2016-07-21 12:44:49Z,comment,Simple factory and IOC,"What would happen when you initialize <code>D</code> with <code>new D(new C(), new B())</code> instead of <code>new D(new B(), new C())</code>? Would that break D? If this would break <code>D</code>, it means that you violate the <a href=""https://en.wikipedia.org/wiki/Liskov_substitution_principle"" rel=""nofollow noreferrer"">Liskov Substitution Principle</a>."
Steven,Stack Overflow,2016-07-15 15:18:41Z,comment,MVC - Simple Injector and Attribute calling the Context (EF) Throwing exceptions,"Simple Injector detects lifestyle mismatches for you and if I&#39;m not mistsken, the exception references the documentation; you should read it to understand what SI detects and how to resolve: <a href=""https://simpleinjector.readthedocs.io/en/latest/LifestyleMismatches.html"" rel=""nofollow noreferrer"">simpleinjector.readthedocs.io/en/latest/&hellip;</a>. Important is to understand the pitfalls and how SI can help you here. The exception is telling you that the filter should not be registered as singleton."
Steven,Stack Overflow,2016-07-07 14:33:07Z,comment,Register generic types in SimpleInjector Version 3,Please update your code and add the relevant code that shows why you are registering repositories in the UnitOfWork.
Steven,Stack Overflow,2016-06-23 08:35:22Z,comment,Software Design: DI - multiple assemblies + non public types,"@PrivateVoid: No, I think calling it a design smell would be too harsh. In case you wish to enforce as much as possible, take a look at tools like NDepend, because there is a lot that you can&#39;t enforce in code (and developers will work around your barriers any way). Tools like NDepend allow you to specify architectural rules in a (query like) DSL, which is really powerful."
Steven,Stack Overflow,2016-07-13 14:34:06Z,comment,Pass parameter when initialising Dependency Injection in ASP.NET core,"Your question doesn&#39;t make sense; the code you posted will work just fine. You are probably missing some crucial information in your question, but I can&#39;t determine what you are missing. Please post the exception details you get (exception type, message, stacktrace and inner exception details)."
Steven,Stack Overflow,2016-07-20 12:45:15Z,comment,How to write unit tests for proxy pattern?,"You can test <code>ProxyEmployeeRepository</code>, but you can&#39;t test it in isolation without the <code>EmployeeRepository</code>. To be able to do this, you need to use the decorator pattern."
Steven,Stack Overflow,2016-07-15 15:08:08Z,comment,MVC - Simple Injector and Attribute calling the Context (EF) Throwing exceptions,"@LeandroSoares try it, run your application and see what happens."
Steven,Stack Overflow,2016-07-07 11:43:31Z,comment,Dependency injection: by hand vs autofac,"Related: <a href=""https://stackoverflow.com/questions/32032771/using-dependency-injection-without-any-di-framework"" title=""using dependency injection without any di framework"">stackoverflow.com/questions/32032771/&hellip;</a>"
Steven,Stack Overflow,2016-06-22 20:35:40Z,comment,Software Design: DI - multiple assemblies + non public types,"Until someone adds an InternalsVisibleTo attribute and everything is accessible again. Try using a tool like NsCop to manage namespace dependencies or write a unit test that prevents dependencies from one assembly to the other. Also, without code reviews and proper communication with the developers about why you have such rule, this rules will simply fail. Architectural rules will be broken because of time pressure and Conway&#39;s Law."
Steven,Stack Overflow,2016-07-13 14:26:58Z,comment,Open generic type arguments cannot be inferred from the usage,I would more say it is a limitation &#39;by design&#39; :)
Steven,Stack Overflow,2016-07-20 12:38:42Z,comment,How to write unit tests for proxy pattern?,&quot;But when wanted to write unit tests for this class i couldn&#39;t do it&quot;. What is the reason you &quot;couldn&#39;t do it&quot;?
Steven,Stack Overflow,2016-07-15 14:17:40Z,comment,MVC - Simple Injector and Attribute calling the Context (EF) Throwing exceptions,@LeandroSoares: For C# 6 you&#39;ll need Visual Studio 2015. I updated my question. It will probably now make more sense to you.
Steven,Stack Overflow,2016-07-06 15:24:30Z,comment,Conditional Registration of Decorator based on Generic Parameter using SimpleInjector,"I bet the (new) problem you are having is caused by the registration of different types. <code>IQueryAuthorizer&lt;T, R&gt;</code> might derive from <code>IAuthorizer&lt;T&gt;</code> but the conditional registration registers a <code>IQueryAuthorizer&lt;T, R&gt;</code>  instead of a <code>IAuthorizer&lt;T&gt;</code>; for Simple Injector these are completely different types; it won&#39;t automatically resolved types based on a base type."
Steven,Stack Overflow,2016-06-22 18:59:23Z,comment,"AutoFac Interception, how to differentiate the inner from outer","Your <code>CachedProductService</code> is a decorator: <a href=""http://docs.autofac.org/en/latest/advanced/adapters-decorators.html"" rel=""nofollow noreferrer"">docs.autofac.org/en/latest/advanced/adapters-decorators.html</a>&zwnj;&#8203;."
Steven,Stack Overflow,2016-07-13 14:21:32Z,comment,Open generic type arguments cannot be inferred from the usage,"One of the ideas behind the whole Roslyn project was to have one single compiler that both compiled the code and ran in IntelliSense. For some way however, IntelliSense is a little different than compiling stuff (I think more information is needed). So we still have some cases where IntelliSense just bails our, while code still happily compiles :-("
Steven,Stack Overflow,2016-07-19 14:47:32Z,comment,Property Injection in Asp.Net Core,"Property injection introduces <a href=""http://blog.ploeh.dk/2011/05/24/DesignSmellTemporalCoupling/"" rel=""nofollow noreferrer"">Temporal Coupling</a>"
Steven,Stack Overflow,2016-07-15 14:16:06Z,comment,MVC - Simple Injector and Attribute calling the Context (EF) Throwing exceptions,@LeandroSoares: That means that you are still using C# 5 (you poor soul ;-)). Just replace the &quot;=&gt;&quot; with &quot;{&quot; and add a closing &quot;}&quot; to the method.
Steven,Stack Overflow,2016-07-06 14:18:11Z,comment,Conditional Registration of Decorator based on Generic Parameter using SimpleInjector,How is the <code>FooQueryAuthorizer</code> registered?
Steven,Stack Overflow,2016-06-22 18:43:40Z,comment,Migration from Ninject to SimpleInjector give error with Nhibernate ISession as constructor argument,"There is information missing from your question. Out of the box, Ninject knows nothing about NHibernate and will not find an implementation for that interface. You will explicitly have to instruct it either how to resolve ISession or instruct it that it will auto-register implementations of such abstraction. And so should you with Simple Injector; just register ISession with its implementation and you&#39;re done."
Steven,Stack Overflow,2016-07-13 13:32:23Z,comment,Dependency Injection with Entity Framework,"Your data objects require components during their creation; this has the same problems as the other way around, i.e. components that require runtime data during their creation. This is <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=99"" rel=""nofollow noreferrer"">an anti-pattern</a>."
Steven,Stack Overflow,2016-07-19 10:18:10Z,comment,How to inject a dependent service into a unit of work without creating a cyclic reference?,"I don&#39;t know whether you should always go through the UoW, but what I do know is that cyclic dependencies are nad practice."
Steven,Stack Overflow,2016-07-14 14:34:08Z,comment,asp.net core 1.0 DI set object instance in Startup,"Your components should not require runtime data during initialization: <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=99"" rel=""nofollow noreferrer"">cuttingedge.it/blogs/steven/pivot/entry.php?id=99</a>."
Steven,Stack Overflow,2016-07-06 13:04:48Z,comment,Conditional Registration of Decorator based on Generic Parameter using SimpleInjector,"If you make <code>IQuery</code> a generic type containing the return type (i.e. <code>IQuery&lt;TResult&gt;</code>) this gives you a lot of extra metadata to query on, and it gives you compile time support and prevents you from having to cast (and find out at runtime that you are using the wrong query). <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=92"" rel=""nofollow noreferrer"">This article</a> describes this model using the generic <code>IQuery&lt;TResult&gt;</code>."
Steven,Stack Overflow,2016-06-22 14:55:59Z,comment,How can Json.NET perform dependency injection during deserialization?,"@MarkT: This argument is expessed more clearly <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=99"" rel=""nofollow noreferrer"">here</a>."
Steven,Stack Overflow,2016-07-12 20:33:41Z,comment,How to register and resolve dependencies requiring runtime parameter values with Unity container,"You shouldn&#39;t inject runtime data into your application components: <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=99"" rel=""nofollow noreferrer"">cuttingedge.it/blogs/steven/pivot/entry.php?id=99</a>"
Steven,Stack Overflow,2016-06-22 14:47:36Z,comment,Simple injector in asp.web form user custom control,"@gt.guybrush we&#39;re sorry to see you go. The number of developers using Web Forms, dependency injection and Simple Injector together have proven to be very low. This caused us to decide not to create, manage and maintain an official package for Web Forms."
Steven,Stack Overflow,2016-06-21 15:24:00Z,comment,Simple Injector (3.1.5) &amp; SignalR (2.2): SimpleInjector.ActivationException,You left out the inner exception details. Please add those.
Steven,Stack Overflow,2016-06-20 04:53:32Z,comment,Why injecting classes instead of interfaces is considered bad practice?,Read the article. DIP is not about dependency <i>injection</i>. It&#39;s about <i>abstractions</i>.
Steven,Stack Overflow,2016-06-16 17:12:11Z,comment,Unity bootstrapper for ASP.NET MVC (by convention) not able to construct interfaces in a different project,Move the registration of Unity to a later point in the application startup phase. For instance to Application_Start.
Steven,Stack Overflow,2016-06-13 14:12:57Z,comment,C# Castle Windsor injected properties are always null,"Do note that the solution provided by @csharpfolk is flawed, because the <code>DependencyResolver</code> implementation of <a href=""http://www.macaalay.com/2014/08/27/using-castle-windsor-with-web-api-apicontroller/"" rel=""nofollow noreferrer"">that</a> article does not release components that are resolved from Castle. This causes a memory leak which is really bad in web applications."
Steven,Stack Overflow,2016-06-22 14:41:21Z,comment,Simple injector in asp.web form user custom control,@gt.guybrush: Always use the tool that suits your needs best. Good luck.
Steven,Stack Overflow,2016-06-21 06:19:42Z,comment,Resolve instances by key and auto-registration with SimpleInjector,"@ChristianSpecht I forgot about the second part of your question, i.e. auto-registration. Take a look at the <code>Container.GetTypesToRegister</code> method. It allows fetching types in assemblies that derive from your IFoo interface."
Steven,Stack Overflow,2016-06-19 20:00:38Z,comment,Inject instances that implement generic inteface w/o specifying the generic type,What you want is only possible if you let the generic interface derive from a non-generic interface and inject an enumerable of that non-generic interface into consumers.
Steven,Stack Overflow,2016-06-16 10:59:37Z,comment,Configuring Swashbuckle With DelegatingHandler as message dispatcher,"@Evk: I&#39;m not going to document the message handlers. From the perspective of the client, there are no handlers. There are messages though and they will be documented. Remember: It&#39;s the name of the message that determines the url, e.g. the message <code>ShipOrderCommand</code> maps to the url <code>api&#47;commands&#47;ShipOrder</code>."
Steven,Stack Overflow,2016-06-13 14:10:23Z,comment,C# Castle Windsor injected properties are always null,"Property injection is bad, because it causes <a href=""http://blog.ploeh.dk/2011/05/24/DesignSmellTemporalCoupling/"" rel=""nofollow noreferrer"">Temporal Coupling</a> and either causes your code to have a dependency on the DI library (because you&#39;ll mark your code with attributes) or you&#39;ll tell the DI library to inject a dependency when it can, which means your application will fail silently when a required dependency is missing. This all can be solved by sticking with constructor injection."
Steven,Stack Overflow,2016-06-22 14:04:48Z,comment,Simple injector in asp.web form user custom control,"@gt.guybrush: There is no integration package Web Forms, that&#39;s why we documented how to integrate with Web Forms instead. You will have to rewrite this code and copy the interesting part (you might not need master page initialization for instance). I would say you will have to call <a href=""https://github.com/simpleinjector/SimpleInjector/blob/master/src/SimpleInjector.Integration.Web.WebForms/SimpleInjectorWebFormsHttpModule.cs#L132"" rel=""nofollow noreferrer"">line 132</a> (and related code) at the place where you now call <code>Global.InitializeHandler(handler);</code>. But you&#39;ll have to tweak the code a bit."
Steven,Stack Overflow,2016-06-20 23:22:31Z,comment,Resolve instances by key and auto-registration with SimpleInjector,"@ChristianSpechr I typically wouldn&#39;t bother writing uni tests for this, knowing that some integration test would cover this code. But more generally, I never have these kinds of factories in my applications; I don&#39;t know your specific use case, but find them being used for the wrong reasons most of the time."
Steven,Stack Overflow,2016-06-19 19:58:17Z,comment,Delegate factory with SingleInstance based on parameter,"The core of your problem is that you inject runtime data in the application component <code>Foo</code>. This is <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=99"" rel=""nofollow noreferrer"">not a good idea</a>."
Steven,Stack Overflow,2016-06-16 09:08:27Z,comment,Configuring Swashbuckle With DelegatingHandler as message dispatcher,@Evk extending Swashbuckle would absolutely do.
Steven,Stack Overflow,2016-06-13 14:07:44Z,comment,C# Castle Windsor injected properties are always null,The error of not having a default constructor means that you are not integrating with Web API. You should either add a custom IDependencyResolver or IControllerActivator. And I think there are integration packages for Castle Windsor that can help you with this.
Steven,Stack Overflow,2016-06-22 11:04:05Z,comment,Migration from Ninject to SimpleInjector give error with Nhibernate ISession as constructor argument,Did you happen to use some sort of integration package that integrates NHibernate with Ninject?
Steven,Stack Overflow,2016-06-20 13:01:05Z,comment,Delegate factory with SingleInstance based on parameter,"Have you read the linked article? The article discusses two solutions. Either you pass in the runtime value through the classes public API, or you inject a &#39;contextual component&#39; that allows retrieving the value at runtime."
Steven,Stack Overflow,2016-06-17 20:10:50Z,comment,Simple Injector with Async Form Factories,"But basically, you have a method that returns <code>Task&lt;T&gt;</code> but you are registering <code>T</code>. You should register <code>Task&lt;T&gt;</code>."
Steven,Stack Overflow,2016-06-15 11:43:23Z,comment,How to register plugins that implement multiple interfaces via SimpleInjector,Which which lifestyle should those instances be registered?
Steven,Stack Overflow,2016-06-13 11:41:55Z,comment,Autofac DynamicProxy2 PropertiesAutowired not working when EnableInterfaceInterceptors and AllowCircularDependencies,You might want to take a look at your design and prevent having circular dependencies in the first place.
Steven,Stack Overflow,2016-06-22 04:53:52Z,comment,Simple Injector (3.1.5) &amp; SignalR (2.2): SimpleInjector.ActivationException,"Your excepton starts at SimpleInjector.InstanceProducer.GetInstance(), but what is calling that method. Part of the stack trace is still missing."
Steven,Stack Overflow,2016-06-17 08:41:46Z,comment,Configuring Swashbuckle With DelegatingHandler as message dispatcher,"Yes, my apologies, I obviously meant System.Web.Http. I&#39;m referencing 4.0 so that&#39;s where the problem is."
Steven,Stack Overflow,2016-06-15 09:27:14Z,comment,Why injecting classes instead of interfaces is considered bad practice?,"It is bad because it is a violation of the Dependency Inversion Principle: <a href=""https://en.wikipedia.org/wiki/Dependency_inversion_principle"" rel=""nofollow noreferrer"">en.wikipedia.org/wiki/Dependency_inversion_principle</a>"
Steven,Stack Overflow,2016-06-13 04:59:25Z,comment,Mono - System.TypeLoadException: Could not load types,"If reflecting over assemblies and types is a problem in Mono, you can easily remove Simple Injector&#39;s packages feature and instead do this without reflection. The packages feature is only really useful for highly dynamic plug-in based applications anyway."
Steven,Stack Overflow,2016-06-20 12:05:04Z,comment,Simple Injector (3.1.5) &amp; SignalR (2.2): SimpleInjector.ActivationException,And please post the complete stack trace (with inner exception details).
Steven,Stack Overflow,2016-06-21 20:10:33Z,comment,Resolve instances by key and auto-registration with SimpleInjector,@ChristianSpecht great! I&#39;ll churn through this tomorrow and try to answer or ask additional questions.
Steven,Stack Overflow,2016-06-17 06:56:15Z,comment,Configuring Swashbuckle With DelegatingHandler as message dispatcher,.NET 4.5. Which version of System.Web.Net did you use?
Steven,Stack Overflow,2016-06-15 09:26:13Z,comment,Does overriding violate the Open/Closed principle?,"@anotherdave But yes, there is a correlation between the number of unused methods in the base class and how cohesive this class is. Low cohesion is often an indication of a Single Responsibility Violation violation. You&#39;ll often see base classes being abused to implement cross-cutting concerns. Having multiple cross-cutting concerns in one base class is a SRP violation."
Steven,Stack Overflow,2016-06-12 18:36:26Z,comment,cannot access a disposed object UserManager in asp.net mvc core,"I bet you&#39;re having a <a href=""http://blog.ploeh.dk/2014/06/02/captive-dependency/"" rel=""nofollow noreferrer"">Captive Dependency</a>. Besides that, I see multiple flaws in what you are doing. First of all, <a href=""https://www.cuttingedge.it/blogs/steven/pivot/entry.php?id=97"" rel=""nofollow noreferrer"">don&#39;t have multiple constructors</a>. Second, don&#39;t have settable properties for your dependencies."
Steven,Stack Overflow,2016-06-20 12:04:02Z,comment,Simple Injector (3.1.5) &amp; SignalR (2.2): SimpleInjector.ActivationException,What&#39;s the exception message in English?
Steven,Stack Overflow,2016-06-21 18:30:42Z,comment,Resolve instances by key and auto-registration with SimpleInjector,"@ChristianSpecht: I would like to answer this last question, but to be able to do so, I need more information about what you are actually trying to achieve. If you&#39;re interested in hearing this, could you create a Github issue containing specific information about what you are trying to do. This included actual class names, show how the factory is used throughout the application and possibly the relevant parts of the configuration. Alternatively, you can also contact me directly through mail and if you find this more suited."
Steven,Stack Overflow,2016-06-17 05:38:03Z,comment,Simple Injector with Async Form Factories,"Since you want user interaction, I think that what you want is not making things async, but simply spin up the long operation as a background task."
Steven,Stack Overflow,2016-06-15 09:24:50Z,comment,Does overriding violate the Open/Closed principle?,"@anotherdave Having concrete methods on a base class is not a violation of the ISP, but having concrete methods on a base class that aren&#39;t used by a derivate actually is an ISP violation. Whether the client uses them or not is irrelevant, since the ISP states &quot;no client should be forced to depend on methods it does not use&quot;. The same holds for wide interfaces, where the client just uses 1 out of 10 methods. It still depends on the other 9 methods, that are &quot;already there&quot;."
Steven,Stack Overflow,2016-06-10 09:09:39Z,comment,C# Castle Windsor injected properties are always null,The error here is that you are using property injection instead of constructor injection. You should <i>not</i> use property injection <i>at all</i>.
Steven,Stack Overflow,2016-06-20 11:52:19Z,comment,Dependency injection in ASP.NET WebAPI: IHttpControllerActivator vs. IDependencyResolver,"The problem with the <code>IDependencyResolver</code> interface is that it is too generic and forces a consumer to return <code>null</code> if a service can&#39;t be resolved (instead of throwing an exception). This is why there are hundreds of questions here on SO about the &quot;controllers should have a default constructor&quot; exception message. Implementing the <code>IHttpControllerActivator</code> solves this problem, because its contract does not allow returning <code>null</code>."
Steven,Stack Overflow,2016-06-21 17:32:44Z,comment,How to register decorators conditionally based on consumer lifestyle using Simple Injector?,@Eldar you can always make the registration using a lambda.
Steven,Stack Overflow,2016-06-17 05:22:58Z,comment,Configuring Swashbuckle With DelegatingHandler as message dispatcher,"I&#39;ve been experimenting with your code but although I can find the <code>ResponseDescription</code> type and property in the MSDN docs, its nowhere to be found in the latest <code>System.Web.Http.dll</code>. Weird shit."
Steven,Stack Overflow,2016-06-14 20:32:00Z,comment,.Net Core AddScoped service is retaining values across requests,"I think your <code>ClientService</code> is a <a href=""http://blog.ploeh.dk/2014/06/02/captive-dependency/"" rel=""nofollow noreferrer"">Captive Dependency</a> (injected into a singleton). Unfortunately, the built-in container will not detect this (which is quite bad actually). But besides that, your components should be stateless. Yours clearly has state."
Steven,Stack Overflow,2016-06-08 20:13:10Z,comment,Simple Injector spontaneously failing to inject for ASP.NET App deployed to IIS,"I don&#39;t know what you&#39;re missing, but since the application throws in your own code, it should beeasy to add the proper guard clauses, throw exceptions with the proper information for you to diagnose your issue."
Steven,Stack Overflow,2016-06-20 11:46:38Z,comment,Dependency injection in ASP.NET WebAPI: IHttpControllerActivator vs. IDependencyResolver,"I think that going through the <code>IHttpControllerActivator</code> is the right way to go. This holds for MVC, Web API and the new ASP.NET Core framework."
Steven,Stack Overflow,2016-06-21 16:06:16Z,comment,How to register decorators conditionally based on consumer lifestyle using Simple Injector?,"@Eldar: There is no way of getting the lifestyle of the consuming component inside the predicate, and I would argue that making the decision based on the lifestyle is not a good idea at all. You might even want to reevaluate your strategy here. But nontheless, I updated my answer to show you how to make the registration with the extra decorator."
Steven,Stack Overflow,2016-06-16 18:57:57Z,comment,Unity bootstrapper for ASP.NET MVC (by convention) not able to construct interfaces in a different project,You can move that logic.
Steven,Stack Overflow,2016-06-14 15:38:53Z,comment,ASP.NET Core DependencyResolver,"There isn&#39;t, and that&#39;s actually a good thing. What you are trying to do is a bad practice."
Steven,Stack Overflow,2016-06-08 19:54:05Z,comment,Simple Injector spontaneously failing to inject for ASP.NET App deployed to IIS,"Why exactly do you expect Simple Injector to be involved in this? There are no Simple Injector calls in your stack trace. The stack trace indicates that the exception occurs when the application starts (or is restarted after IIS recycled it). Besides, I would say that the stack trace should give you a clear hint where to look for errors. Your custom <code>DevOps.Data.DevOpsDbConnectionLoader.GetObjectInstanceIntern&zwnj;&#8203;al</code> method probably lacks the proper null checks (you should throw an <code>ArgumentNullException</code> instead). Probably some calls up the call stack pass on a <code>null</code> reference to that method."
Steven,Stack Overflow,2016-06-20 11:03:10Z,comment,Dependency injection in ASP.NET WebAPI: IHttpControllerActivator vs. IDependencyResolver,The need to resolve all controllers from Castle is the only drawback you stated. Which other drawbacks should be discussed in the answers?
Steven,Stack Overflow,2016-06-21 15:27:25Z,comment,Simple Injector (3.1.5) &amp; SignalR (2.2): SimpleInjector.ActivationException,And please describe when those exceptions are thrown. You are posting two exceptions that seem to be thrown at different moments in time. Please describe when this happens.
Steven,Stack Overflow,2016-06-16 17:52:31Z,comment,Unity bootstrapper for ASP.NET MVC (by convention) not able to construct interfaces in a different project,That&#39;s not what I meant. You should configure Unity from within the <code>Application_Start</code> method in the global asax (or at least.during that time frame).
Steven,Stack Overflow,2016-06-14 14:16:33Z,comment,ASP.NET Core DependencyResolver,The <code>DependencyResolver.Current</code> has been replaced with the <code>IServiceProvider</code> abstraction.
Steven,Stack Overflow,2016-06-04 21:19:07Z,comment,How can get instance of specific namespace with SimpleInjector?,"In that case I still find the namespace requirement weird. Each handler should typically be autonomous and have its own queue, so it can fail and be retried independently of all the other handlers. Namespace should not matter."
Steven,Stack Overflow,2016-06-20 08:52:58Z,comment,Configuring Swashbuckle With DelegatingHandler as message dispatcher,"Although your answer heads into a different direction than what I need, it clearly shows what extensibility points I need to use to get this working. Because of that, I marked your answer as answer. Thanks for your time. It is my intention to update <a href=""https://github.com/dotnetjunkie/solidservices"" rel=""nofollow noreferrer"">this repository</a> with my process in this area, so if you&#39;re interested, you can follow that repository."
Steven,Stack Overflow,2016-06-04 20:42:49Z,comment,How can get instance of specific namespace with SimpleInjector?,Why do you want to filter based on namespace?
Steven,Stack Overflow,2016-06-01 10:48:49Z,comment,How can I register a type with dynamic string parameters in it&#39;s constructor at Composition root?,&quot;But how do I deal with the strings directory and exclusions?&quot;. Are these values configuration values (fixed for the lifetime of the application) or runtime values (such as request specific values)?
Steven,Stack Overflow,2016-05-25 21:00:39Z,comment,How to inject properly a service in WCF service and other services by using SimpleInjector,The answer completely depends on what you need. Do you need to have exactly one instance of Service2 for the duration of a single request?
