用户ID,服务ID,时间,行为,title,内容
Steven,Stack Overflow,2015-03-25 14:34:21Z,revised,unity 4.6 UI how to set a slider main volume for all sound?,edited tags
Steven,Stack Overflow,2015-03-23 11:32:19Z,revised,Simple Injector “The operation cannot be completed because the DbContext has been disposed” during MVC validation,Code formatted
Steven,Stack Overflow,2015-03-20 17:34:25Z,revised,Accessing an object / script in another Unity scene,edited tags
Steven,Stack Overflow,2015-03-18 22:08:34Z,revised,Unity - How can I control fog color based on skybox color?,edited tags
Steven,Stack Overflow,2015-03-15 11:41:09Z,revised,How can I move back to Element 0 in an array to reset a loop?,edited tags
Steven,Stack Overflow,2015-03-25 14:34:10Z,revised,How to change the frequency of a sin based animation smoothly while the animation is running,edited tags
Steven,Stack Overflow,2015-03-23 11:10:41Z,revised,Calling a non static variable from another Script in Unity C#,edited tags
Steven,Stack Overflow,2015-03-20 17:34:18Z,revised,Prefab like objects in Xcode 6,edited tags
Steven,Stack Overflow,2015-03-18 22:08:22Z,revised,Getting Ubuntu 14.10 Unity Launcher to launch Android-Studio,edited tags
Steven,Stack Overflow,2015-03-15 11:41:01Z,revised,Unity 5.0 Application Quit in Android,edited tags
Steven,Stack Overflow,2015-03-25 14:29:01Z,revised,I&#39;m following a tetris game tutorial with Unity and C# and running into an error,edited tags
Steven,Stack Overflow,2015-03-23 11:09:56Z,revised,Unity SetActive(True) Not working?,edited tags
Steven,Stack Overflow,2015-03-19 22:56:22Z,revised,Finding distance between analog stick center and current position,edited tags
Steven,Stack Overflow,2015-03-17 17:55:25Z,revised,Build error in Unity 5,edited tags
Steven,Stack Overflow,2015-03-25 14:28:42Z,revised,unity3d 5.0 C# getting error CS0120: An object reference is required to access non-static member,edited tags
Steven,Stack Overflow,2015-03-23 11:09:41Z,revised,How can I check if the level is loaded in Unity3D,edited tags
Steven,Stack Overflow,2015-03-19 19:06:06Z,revised,Expecting Identifier Error?,edited tags
Steven,Stack Overflow,2015-03-17 15:08:24Z,revised,Dependency Injection in ExceptionFilterAttribute C#,edited tags
Steven,Stack Overflow,2015-03-22 15:12:00Z,revised,unity 3D : not detecting OnTriggerEnter with a prefab,edited tags
Steven,Stack Overflow,2015-03-15 11:40:57Z,revised,Unity Game Crashes after Unity Loading Splash Screen Finishes,edited tags
Steven,Stack Overflow,2015-03-19 19:05:58Z,revised,Unity plugin android native camera,edited tags
Steven,Stack Overflow,2015-03-25 14:28:22Z,revised,Moving Platforms,edited tags
Steven,Stack Overflow,2015-03-17 06:30:47Z,revised,Create an instance of class with and without injection with Unity,deleted 4 characters in body
Steven,Stack Overflow,2015-03-22 11:47:04Z,revised,Firebase and Unity?,edited tags
Steven,Stack Overflow,2015-03-15 11:40:46Z,revised,Unity Plugin for both iOS and Android Failing AOT for iOS due to AndroidJavaObject,edited tags
Steven,Stack Overflow,2015-03-19 19:05:52Z,revised,How can I get Z-depth from unlit shader?,edited tags
Steven,Stack Overflow,2015-03-23 11:37:43Z,revised,Passing data to dependencies registered with Execution Context Scope lifetime in Simple Injector,Corrected naming of Simple Injector.
Steven,Stack Overflow,2015-03-16 21:56:06Z,revised,Xcode 6.2 - unable to archive a build,edited tags
Steven,Stack Overflow,2015-03-22 11:46:50Z,revised,Unity prefab issues,edited tags
Steven,Stack Overflow,2015-03-13 17:55:06Z,revised,Spawning a BoxCollider2D between to Vector3s,edited tags
Steven,Stack Overflow,2015-03-19 19:05:38Z,revised,Unity 5 - Cloth Contraints,edited tags
Steven,Stack Overflow,2015-03-23 11:35:57Z,revised,Simple Injector Register All Services From Namespace,added 1 character in body; edited title
Steven,Stack Overflow,2015-03-16 21:55:58Z,revised,Facebook SDK on Unity 5 on iOS,edited tags
Steven,Stack Overflow,2015-03-22 11:46:42Z,revised,Collision between two specific objects in unity,edited tags
Steven,Stack Overflow,2015-03-13 17:54:57Z,revised,Automatically jump script,edited tags
Steven,Stack Overflow,2015-03-19 19:05:29Z,revised,How to measure the time of a Maya script?,edited tags
Steven,Stack Overflow,2015-03-23 11:35:10Z,revised,Unable to inject IEnumberable&lt;T&gt; in Simple Injector,edited title
Steven,Stack Overflow,2015-03-15 17:14:18Z,revised,Unity 5 webplayer forces development build,edited tags
Steven,Stack Overflow,2015-03-22 11:46:16Z,revised,Unable to reference system.runtime unity,edited tags
Steven,Stack Overflow,2015-03-13 17:54:42Z,revised,C#: Upload Photo To Twitter From Unity,edited tags
Steven,Stack Overflow,2015-03-19 19:05:24Z,revised,Unity3D. Accessing camera torch/flash issues - Torch works but can&#39;t access while streaming webcamtexture,edited tags
Steven,Stack Overflow,2015-03-23 11:34:47Z,revised,Simple Injector - How to inject a property with type Func&lt;T&gt;,added 1 character in body; edited title
Steven,Stack Overflow,2015-03-15 17:14:10Z,revised,Getting the axis pointing up in a rotation (Unity),edited tags
Steven,Stack Overflow,2015-03-20 21:30:49Z,revised,Unity Vectors Equality,edited tags
Steven,Stack Overflow,2015-03-13 17:54:33Z,revised,Unity 4.6 Canvas - How to correctly apply 2D physics effects,edited tags
Steven,Stack Overflow,2015-03-19 19:04:21Z,revised,Registering a named type with autofac and using the name for string parameter,Reformatted the code to remove the horizontal scroll bar
Steven,Stack Overflow,2015-03-15 15:28:16Z,revised,Access vector3 from another script in unity c#?,edited tags
Steven,Stack Overflow,2015-03-23 11:33:56Z,revised,Reprinting from an application with Command/Decorator Pattern and Simple Injector,Code reformatted to fit in one screen without scrolling
Steven,Stack Overflow,2015-03-13 17:54:28Z,revised,How can find Center of circle to Unity?,edited tags
Steven,Stack Overflow,2015-03-12 20:25:46Z,revised,Windows Phone cannot use functions from mscorelib.dll - cannot be included,edited tags
Steven,Stack Overflow,2015-03-12 20:25:29Z,revised,Converting a python server request into unity,edited tags
Steven,Stack Overflow,2015-03-09 21:35:52Z,revised,Trying to Package Unity game in Ubuntu Linux debian,edited tags
Steven,Stack Overflow,2015-03-06 10:56:44Z,revised,Possible Unity3d UGUI bug,edited tags
Steven,Stack Overflow,2015-03-04 11:52:53Z,revised,Lazy initialization - How to make it a clean code and remove hard dependency?,added 12 characters in body
Steven,Stack Overflow,2015-02-26 18:49:53Z,revised,AutoFac RegisterGenericDecorator not working with decorator having type constraint,edited tags
Steven,Stack Overflow,2015-03-12 20:25:22Z,revised,Unity 5 64bit Facebook 6.2.1 plugin problems,edited tags
Steven,Stack Overflow,2015-03-09 18:07:32Z,revised,Unable to see text on Unity 5 running through wine on ubuntu,edited tags
Steven,Stack Overflow,2015-03-06 10:36:54Z,revised,Annotation class for Unity3D,edited tags
Steven,Stack Overflow,2015-03-04 08:13:14Z,revised,How To Implement PerGraph LifeStyle,added 594 characters in body
Steven,Stack Overflow,2015-02-26 18:46:18Z,revised,pass variables between classes,edited tags
Steven,Stack Overflow,2015-03-12 20:16:29Z,revised,Method-level attributed interception with Simple Injector,deleted 5 characters in body; edited tags; edited title
Steven,Stack Overflow,2015-03-09 18:07:20Z,revised,Can I import HTML5 project into Unity?,edited tags
Steven,Stack Overflow,2015-03-06 09:58:19Z,revised,Why does not enter if loops?,edited tags
Steven,Stack Overflow,2015-03-04 08:08:07Z,revised,How To Implement PerGraph LifeStyle,added 1 character in body
Steven,Stack Overflow,2015-02-26 18:46:05Z,revised,save and view snapshot image from android device,edited tags
Steven,Stack Overflow,2015-03-12 12:05:02Z,revised,ServiceLocatorImplBase.cs not found,deleted 104 characters in body
Steven,Stack Overflow,2015-03-09 18:07:05Z,revised,Using a printer to print Unity3D Game statistics,edited tags
Steven,Stack Overflow,2015-03-04 20:35:32Z,revised,SerialPort Latency between Unity &amp; Arduino caused by readBytesUntil,edited tags
Steven,Stack Overflow,2015-03-03 15:22:33Z,revised,Performance concern when using LINQ &ldquo;everywhere&rdquo;?,added 63 characters in body
Steven,Stack Overflow,2015-02-26 18:45:20Z,revised,How to put a time limit on a method in c#,edited tags
Steven,Stack Overflow,2015-03-12 11:10:51Z,revised,Is there a way to inject List&lt;TypeA&gt; in a constructor using the Bootstrap file and Unity Container?,deleted 292 characters in body
Steven,Stack Overflow,2015-03-09 18:06:53Z,revised,GUITexture component&#39;s border settings only stretching left?,edited tags
Steven,Stack Overflow,2015-03-04 20:35:26Z,revised,How can I open an Android Fragment in a new process?,edited tags
Steven,Stack Overflow,2015-03-03 15:16:38Z,revised,Combining DIY dependency injection with aspect oriented programming,added 80 characters in body
Steven,Stack Overflow,2015-02-25 11:17:29Z,revised,Why does a Web API TypeFormatter not run in the same Call Context as the request of the request?,Code reformatted
Steven,Stack Overflow,2015-03-12 09:46:58Z,revised,How do I bind generic types with inheritance using custom logic?,added 86 characters in body
Steven,Stack Overflow,2015-03-04 20:35:18Z,revised,Animation not working Unity 5,edited tags
Steven,Stack Overflow,2015-03-02 22:19:43Z,revised,Why is owin middleware created a second time after the HttpRequest ended,edited tags
Steven,Stack Overflow,2015-02-24 20:31:14Z,revised,JSON .Net Unity Deserialize dictionary of anonymous objects,edited tags
Steven,Stack Overflow,2015-03-09 18:06:44Z,revised,How to get depth image (raster) from google tango tablet,edited tags
Steven,Stack Overflow,2015-03-11 21:43:21Z,revised,Method-level attributed interception with Simple Injector,Update: Now the code actually works.
Steven,Stack Overflow,2015-03-04 20:35:13Z,revised,I do not want instance materials but the original materials in asset,edited tags
Steven,Stack Overflow,2015-03-01 16:25:41Z,revised,Hidding UIText in Unity 4.6,edited tags
Steven,Stack Overflow,2015-02-24 20:30:02Z,revised,Unity mouse position to world position but just the Y pos,edited tags
Steven,Stack Overflow,2015-03-09 18:06:27Z,revised,How do I add &ldquo;using Mysql.data.mysqlclient;&rdquo; to Monodevelop through Unity? (C#),edited tags
Steven,Stack Overflow,2015-03-09 22:00:57Z,revised,Autofac resolves multiple instances of the same type,Code reformatted
Steven,Stack Overflow,2015-03-04 20:35:08Z,revised,how to compile and run vuforia sample code for iOS,edited tags
Steven,Stack Overflow,2015-03-01 16:25:09Z,revised,WCF service is not returning data when invoked through another WCF service,[Edit removed during grace period]
Steven,Stack Overflow,2015-02-24 20:29:56Z,revised,"How does a game engine talks to the GPU, what is in the middle of the process?",edited tags
Steven,Stack Overflow,2015-03-08 10:42:49Z,revised,Register IAuthenticationManager with Simple Injector,Code reformatted.
Steven,Stack Overflow,2015-03-09 21:36:13Z,revised,Untiy 5 - Scene darkens when switching scenes,edited tags
Steven,Stack Overflow,2015-03-04 20:35:03Z,revised,Controlling the unity ui slider via script,edited tags
Steven,Stack Overflow,2015-03-01 16:25:02Z,revised,"Reference.svcmap: Could not load file or assembly Microsoft.Practices.ServiceLocation, Version=1.0.0.0",edited tags
Steven,Stack Overflow,2015-02-24 20:29:50Z,revised,Writing apk file to android,edited tags
Steven,Stack Overflow,2015-03-08 09:38:40Z,revised,Access non static function from static function,edited tags
Steven,Stack Overflow,2015-03-09 21:36:04Z,revised,Chartboost with Unity 5 on xcode missing linking file,edited tags
Steven,Stack Overflow,2015-03-04 16:43:39Z,revised,Simple Injector - How to inject a property with type Func&lt;T&gt;,added 2063 characters in body
Steven,Stack Overflow,2015-03-01 16:24:47Z,revised,Casting a string as a static variable,edited tags
Steven,Stack Overflow,2015-02-24 20:29:36Z,revised,Unity - Sprite Rotation + Get Angle,edited tags
Steven,Stack Overflow,2015-03-06 20:07:03Z,revised,Compiling static library for Unity 4.6.3 (64-bit &amp; IL2CPP),edited tags
Steven,Stack Overflow,2015-02-24 08:14:28Z,revised,How to inject service in custom ClaimsPrincipal using Simple Injector,edited title
Steven,Stack Overflow,2015-02-22 14:41:48Z,revised,Is Dependency Injection somewhat similar to AOP?,added 106 characters in body
Steven,Stack Overflow,2015-02-20 12:28:14Z,revised,How to determine the clients .NET framework version in a web application?,added 153 characters in body
Steven,Stack Overflow,2015-02-18 21:10:02Z,revised,Unity: https post and get requests using JSONObj,edited tags
Steven,Stack Overflow,2015-02-18 19:20:50Z,revised,Why we need framework to do the Dependency Resolver?,added 15 characters in body
Steven,Stack Overflow,2015-02-23 16:01:04Z,revised,NancyFX and Ninject - Error activating ISession,edited tags
Steven,Stack Overflow,2015-02-22 14:28:31Z,revised,Implementing Dependency injection static methods,added 76 characters in body
Steven,Stack Overflow,2015-02-20 12:22:34Z,revised,How to determine the clients .NET framework version in a web application?,title updated
Steven,Stack Overflow,2015-02-18 21:09:47Z,revised,How to import videos on my unity 2D game,edited tags
Steven,Stack Overflow,2015-02-17 20:22:34Z,revised,Unity logging static methods AOP style or without interface,added 2 characters in body
Steven,Stack Overflow,2015-02-23 14:53:03Z,revised,Is there an equivalent of Guice Providers in Simple Injector?,added 1 character in body; edited tags; edited title
Steven,Stack Overflow,2015-02-20 09:02:59Z,revised,Register multiple EF contexts into a DI container,deleted 6 characters in body; edited title
Steven,Stack Overflow,2015-02-18 21:09:15Z,revised,push notification with custom icon,edited tags
Steven,Stack Overflow,2015-02-17 18:23:50Z,revised,Simple Injector Container Fails To Register Web API Controller From Pluggedin External Library,Code reformatted (to prevent horizontal scrolling) and added a tag
Steven,Stack Overflow,2015-02-22 14:23:00Z,revised,Possible to register NullObject implementation as a fallback for a generic interface?,deleted 20 characters in body
Steven,Stack Overflow,2015-02-23 07:37:57Z,revised,how to make &ldquo;Azimuthal Equidistant Projection&rdquo; in iOS,edited tags
Steven,Stack Overflow,2015-02-19 10:41:14Z,revised,How Do I Load Assemblies Only From Trusted Source using Ninject?,added 22 characters in body
Steven,Stack Overflow,2015-02-18 21:07:57Z,revised,Lightinject - Build ServiceContainer from IServiceDescriptor for MVC 6 application,edited tags
Steven,Stack Overflow,2015-02-16 15:38:08Z,revised,Simple injector lifestyle warnings for web api controllers,added 491 characters in body
Steven,Stack Overflow,2015-02-22 14:20:51Z,revised,LifetimeScoping error in Web API self hosted app and Simple Injector,added 47 characters in body; edited title
Steven,Stack Overflow,2015-02-23 07:37:45Z,revised,C# Display table with data from website in Unity (data is from mysql using php),edited tags
Steven,Stack Overflow,2015-02-18 22:46:30Z,revised,Async/Await in multi-layer C# applications,added 154 characters in body
Steven,Stack Overflow,2015-02-18 21:00:10Z,revised,Are there IDE tools that analyze and/or display dependency graphs?,added 471 characters in body
Steven,Stack Overflow,2015-02-16 14:19:56Z,revised,Simple injector lifestyle warnings for web api controllers,edited tags
Steven,Stack Overflow,2015-02-22 13:51:22Z,revised,Facebook SDK Unity me/friends v2.2 returns 0,edited tags
Steven,Stack Overflow,2015-02-22 19:03:48Z,revised,linker command failed with exit code 1 clang:error,edited tags
Steven,Stack Overflow,2015-02-18 22:40:11Z,revised,Highly Maintainable Web Services and adding new Command/Query handlers,added 660 characters in body
Steven,Stack Overflow,2015-02-18 20:22:16Z,revised,Why reflection in dependency injection?,added 10 characters in body
Steven,Stack Overflow,2015-02-16 07:30:21Z,revised,How to check if Chartboost interstitial is loaded?,edited tags
Steven,Stack Overflow,2015-02-22 13:51:15Z,revised,"Why does changing server side cookie handling to use subdomain, break unity app",edited tags
Steven,Stack Overflow,2015-02-22 15:42:58Z,revised,What is the actual difference betwen a service locatior and a dependency injection?,added 310 characters in body
Steven,Stack Overflow,2015-02-18 22:28:15Z,revised,TinyIoC and the decorator pattern,deleted 35 characters in body
Steven,Stack Overflow,2015-02-18 20:10:40Z,revised,"Basic DI/IoC Questions - Architecture, SimpleInjector",added 399 characters in body
Steven,Stack Overflow,2015-02-16 07:30:16Z,revised,Unity. How to render part of mesh.(pre-prepared vertex animation),edited tags
Steven,Stack Overflow,2015-02-22 13:50:57Z,revised,Error receiving binary files in Rails 4.2 and Ruby 2.2.0,edited tags
Steven,Stack Overflow,2015-02-22 15:25:32Z,revised,Dependency Injection and Code Obfuscation,added 12 characters in body
Steven,Stack Overflow,2015-02-18 21:10:50Z,revised,Player Health persists through multiple scenes using Unity,edited tags
Steven,Stack Overflow,2015-02-18 19:41:00Z,revised,Simple Injector registration of Composite combining open and closed generic implementations,added 473 characters in body
Steven,Stack Overflow,2015-02-16 07:30:08Z,revised,unity 4.6.2 Serial.IO.Ports,edited tags
Steven,Stack Overflow,2015-02-22 13:50:26Z,revised,Initializing LinkedList with generic parameter,edited tags
Steven,Stack Overflow,2015-02-22 15:19:00Z,revised,Can SimpleInjector register an initializer for generic types at runtime?,added 169 characters in body
Steven,Stack Overflow,2015-02-18 21:10:43Z,revised,OnMouseDown not working for GUITexture,edited tags
Steven,Stack Overflow,2015-02-18 19:30:07Z,revised,Simple Injector registration of Composite combining open and closed generic implementations,deleted 56 characters in body
Steven,Stack Overflow,2015-02-16 07:30:02Z,revised,Getting distance between point of an object and another object,edited tags
Steven,Stack Overflow,2015-02-22 13:50:03Z,revised,Error occurs in jenkins build of unity,edited tags
Steven,Stack Overflow,2015-02-22 14:44:14Z,revised,Compile-time / Post-Build Dependency Injection IoC?,added 2 characters in body
Steven,Stack Overflow,2015-02-18 21:10:31Z,revised,NullReferenceException and don&#39;t know how to fix it,edited tags
Steven,Stack Overflow,2015-02-18 19:27:18Z,revised,Calling functions on intercepted method invocations in Simple Injector,added 22 characters in body
Steven,Stack Overflow,2015-02-16 07:29:45Z,revised,Unity App size doubled when ported from android to IOS/Xcode,edited tags
Steven,Stack Overflow,2015-02-22 13:49:00Z,revised,Self Hosted WCF via MSMQ Simple Injector Lifestyle,edited title
Steven,Stack Overflow,2015-02-16 07:29:39Z,revised,change text input field unity 4.6,edited tags
Steven,Stack Overflow,2015-02-12 10:00:48Z,revised,Projecting image on character,edited tags
Steven,Stack Overflow,2015-02-07 16:29:38Z,revised,My script is not working and I have no idea why,edited tags
Steven,Stack Overflow,2015-02-04 11:16:30Z,revised,Load Heavy Object from IoC Container blocks the UI,added 995 characters in body
Steven,Stack Overflow,2015-01-29 22:42:45Z,revised,OpenGL vs Unity Android live wallpaper,edited tags
Steven,Stack Overflow,2015-02-16 07:29:34Z,revised,Unity Don&#39;t Load Collected items?,edited tags
Steven,Stack Overflow,2015-02-12 10:00:41Z,revised,How to use SocketIOClient in Unity?,edited tags
Steven,Stack Overflow,2015-02-07 11:33:18Z,revised,"App in Android, porting in iOS",edited tags
Steven,Stack Overflow,2015-02-04 07:39:22Z,revised,How to read word by word in text field?,tag correction
Steven,Stack Overflow,2015-01-29 22:41:52Z,revised,Unity - Infinite sprite spawner stops spawning at a high speed,Changed the tag from &quot;unity&quot; (dependency injection framework) to &quot;unity3d&quot; (game engine).
Steven,Stack Overflow,2015-02-16 07:29:21Z,revised,"GUI.Button issue prints each button twice to the screen, once with my custom style, and once without",edited tags
Steven,Stack Overflow,2015-02-11 21:58:19Z,revised,"Dependency injection in unit tests, how do I inject into my injected class?",deleted 16 characters in body
Steven,Stack Overflow,2015-02-07 00:24:52Z,revised,Tap input / Magnetic input not working on android unity cardboard,edited tags
Steven,Stack Overflow,2015-02-03 21:55:35Z,revised,Spawning a number of enemies in random but different locations,edited tags
Steven,Stack Overflow,2015-01-29 22:41:06Z,revised,"Tile based game (Unity), inaccurate readings of mouse position",Changed the tag from &quot;unity&quot; (dependency injection framework) to &quot;unity3d&quot; (game engine).
Steven,Stack Overflow,2015-02-11 10:18:12Z,revised,Using Unity.WebForms in ASP.NET,added 299 characters in body
Steven,Stack Overflow,2015-02-07 00:23:59Z,revised,Using Shaders for heavy calculation,edited tags
Steven,Stack Overflow,2015-02-03 20:36:42Z,revised,DbContext disposed after send a mail with SmtpClient,added 625 characters in body
Steven,Stack Overflow,2015-01-29 09:21:00Z,revised,Injecting UnitOfWork with dependency on HttpContext.Current,deleted 28 characters in body
Steven,Stack Overflow,2015-02-16 07:29:15Z,revised,plugin to receive Audio file,edited tags
Steven,Stack Overflow,2015-02-10 09:47:11Z,revised,user32.dll SendMessage VolumeUp and VolumeDown issue,edited tags
Steven,Stack Overflow,2015-02-06 17:47:43Z,revised,c# .NET MVC 4 - How do I create Quartz jobs that use Ninject services?,Typo in title fixed
Steven,Stack Overflow,2015-02-02 10:07:41Z,revised,MVC5 Ninject binding and HttpContext,added 327 characters in body
Steven,Stack Overflow,2015-01-28 20:17:08Z,revised,Parse.com retrieving count of last day sale in unity,edited tags
Steven,Stack Overflow,2015-02-16 07:29:10Z,revised,checking for upper limit on joint,edited tags
Steven,Stack Overflow,2015-02-09 19:09:56Z,revised,How to use dependency resolver?,added 837 characters in body
Steven,Stack Overflow,2015-02-06 17:47:18Z,revised,Google Play game services | ShowSelectSavedGameUI Unity android,edited tags
Steven,Stack Overflow,2015-02-01 16:52:09Z,revised,How to make a sprite size change and fit to screen,edited tags
Steven,Stack Overflow,2015-01-28 20:15:14Z,revised,Difficulty in using smooth blurred textures in Unity,changed unity tag to unity3d because the question is about the game engine not the dependency injection framework. and showed the pictures
Steven,Stack Overflow,2015-02-16 07:29:01Z,revised,EventTrigger component only works with UI system?,edited tags
Steven,Stack Overflow,2015-02-09 09:42:39Z,revised,How can I correctly use StructureMap (or any other IoC container) on a multi layered solution?,added 10 characters in body
Steven,Stack Overflow,2015-02-06 17:47:07Z,revised,Serialize Array of Vector2 with Json.NET,edited tags
Steven,Stack Overflow,2015-02-01 10:15:56Z,revised,Error building Player: CommandInvokationFailure: Unable to convert classes into dex format,edited tags
Steven,Stack Overflow,2015-02-14 15:53:59Z,revised,Generic covariance with Simple Injector and Fluent Validation,added 6 characters in body
Steven,Stack Overflow,2015-02-08 21:06:31Z,revised,Android Unity Proguard config,edited tags
Steven,Stack Overflow,2015-01-28 20:12:16Z,revised,Use two connection string in application using Windsor container IOC,added 6 characters in body
Steven,Stack Overflow,2015-01-30 12:59:26Z,revised,How to debug lua script in a unity project?,edited tags
Steven,Stack Overflow,2015-02-06 17:46:49Z,revised,Twilio with Unity 4.6 Call Returning Null,edited tags
Steven,Stack Overflow,2015-02-12 14:53:30Z,revised,Load GUISkin from file?,edited tags
Steven,Stack Overflow,2015-02-08 15:05:07Z,revised,How to discover the underlying Implementation Type of a decorated instance when calling GetAllInstances?,Updated for Simple Injector 2.6.
Steven,Stack Overflow,2015-01-28 20:07:53Z,revised,How can I use from Structuremap auto register in asp.net-mvc?,Link added
Steven,Stack Overflow,2015-01-30 08:30:38Z,revised,Using Simple Injector in Web API and OWIN,Code reformatted
Steven,Stack Overflow,2015-02-05 15:26:15Z,revised,simple-injector wiki excerpt,Links and text updated.
Steven,Stack Overflow,2015-02-12 14:52:49Z,revised,"Velocity of scrollRect always returns (0.0,0.0)",edited tags
Steven,Stack Overflow,2015-02-07 20:10:45Z,revised,LightInject SignalR missing .RegisterHubs method,edited tags
Steven,Stack Overflow,2015-01-27 21:41:45Z,revised,Unity Accord.net Gabor,edited tags
Steven,Stack Overflow,2015-01-29 22:42:53Z,revised,Fullscreen application,edited tags
Steven,Stack Overflow,2015-02-05 13:15:52Z,revised,Can I program c# on a mac?,edited tags
Steven,Stack Overflow,2015-02-12 10:01:03Z,revised,How to modify the size of a WebCamTexture?,edited tags
Steven,Stack Overflow,2015-01-27 21:41:24Z,revised,Unity 2D - Awry &ldquo;jumping&rdquo;,Changed unity tag to unity3d because the question is about the game engine not the dependency injection framework.
Steven,Stack Overflow,2015-01-25 13:41:23Z,revised,How to resolve &ldquo;&#39;UnityEngine.Random&#39; does not contain a definition for &#39;Next&#39; &hellip;&rdquo; error?,edited tags
Steven,Stack Overflow,2015-01-19 21:27:13Z,revised,Archive with Xcode gives AdBanner errors,edited tags
Steven,Stack Overflow,2015-01-16 17:49:40Z,revised,Using transient factories in Castle Windsor,deleted 2 characters in body; edited tags
Steven,Stack Overflow,2015-01-14 10:51:57Z,revised,Android to Unity cross platform conversion,Spelling and grammar
Steven,Stack Overflow,2015-01-12 16:42:19Z,revised,Screen Width from screen space into world space Unity3D,edited tags
Steven,Stack Overflow,2015-01-25 13:41:01Z,revised,Use AllJoyn Unity Extension,edited tags
Steven,Stack Overflow,2015-01-19 21:27:03Z,revised,Make variable method,edited tags
Steven,Stack Overflow,2015-01-16 15:22:15Z,revised,importing project into another project Unity,edited tags
Steven,Stack Overflow,2015-01-14 10:51:39Z,revised,Changeing Int from another script,edited tags
Steven,Stack Overflow,2015-01-12 16:42:12Z,revised,How to update text on trigger?,edited tags
Steven,Stack Overflow,2015-01-25 13:40:55Z,revised,How to get an ad to play only every 4th time with Unity ads,edited tags
Steven,Stack Overflow,2015-01-19 21:26:33Z,revised,Unity LoadImageIntoTexture memory leak,edited tags
Steven,Stack Overflow,2015-01-16 14:35:26Z,revised,&ldquo;An MVC filter provider has already been registered for a different Container instance.&rdquo; in Simple Injector 2.6,added 1015 characters in body
Steven,Stack Overflow,2015-01-13 17:10:56Z,revised,How to yaw with Oculus Rift,edited tags
Steven,Stack Overflow,2015-01-12 16:42:07Z,revised,Optimising Delays on WebGL,edited tags
Steven,Stack Overflow,2015-01-23 14:45:42Z,revised,What is a behavior of a class with two interfaces registered as singleton in simple injector,deleted 19 characters in body; edited tags
Steven,Stack Overflow,2015-01-19 18:15:50Z,revised,Why use Microsoft AntiXSS library?,deleted 1 character in body
Steven,Stack Overflow,2015-01-16 07:22:42Z,revised,How to enable ScrollView in this code?,edited tags
Steven,Stack Overflow,2015-01-12 19:30:58Z,revised,Inject Type based on string parameter,"Since the question is about Simple Injector, I changed the link to the Simple Injector documentation instead."
Steven,Stack Overflow,2015-01-10 02:31:36Z,revised,Self-binding with Simple Injector,added 97 characters in body
Steven,Stack Overflow,2015-01-23 13:09:37Z,revised,How to properly clamp 360 degrees overlap?,edited tags
Steven,Stack Overflow,2015-01-16 07:22:28Z,revised,"Facebook SDK for Unity, FB.Feed error on iOS",edited tags
Steven,Stack Overflow,2015-01-12 19:27:25Z,revised,How to choose a separate set of services for a particular request?,added 109 characters in body
Steven,Stack Overflow,2014-12-25 10:06:50Z,revised,Facebook get friend list issue in Unity,edited tags
Steven,Stack Overflow,2015-01-19 14:32:35Z,revised,Accessing method transform.Rotate in user-built class?,edited tags
Steven,Stack Overflow,2015-01-23 13:09:21Z,revised,parse unity WWW api response to model,edited tags
Steven,Stack Overflow,2015-01-15 21:46:45Z,revised,"Transmitting parameters from script to script, how?",edited tags
Steven,Stack Overflow,2015-01-12 19:24:04Z,revised,How to choose a separate set of services for a particular request?,Minor cleanups in the text
Steven,Stack Overflow,2014-12-24 19:33:48Z,revised,Parsing XML and extracting nodes,edited tags
Steven,Stack Overflow,2015-01-18 19:55:55Z,revised,Reference canvas prefab texfields,edited tags
Steven,Stack Overflow,2015-01-21 19:13:44Z,revised,Unity Wait Inside if Statement,edited tags
Steven,Stack Overflow,2015-01-15 17:22:35Z,revised,Unity Android Location Services Plugin Issue,edited tags
Steven,Stack Overflow,2015-01-12 19:17:13Z,revised,Simple Injector register multiple type of same interface with metadata,"Improved the title, small improvements in the text"
Steven,Stack Overflow,2014-12-24 19:32:51Z,revised,Conversion from Component to Behavior,edited tags
Steven,Stack Overflow,2015-01-18 19:55:46Z,revised,Unity 2D: My laser script is getting stuck on an if statement and I don&#39;t know why,edited tags
Steven,Stack Overflow,2015-01-21 19:13:31Z,revised,Can&#39;t deploy Unity Android project to Kindle Fire any longer,edited tags
Steven,Stack Overflow,2015-01-15 08:15:08Z,revised,how to edit a List&lt;string&gt; which is defined in a script in Inspector?,edited tags
Steven,Stack Overflow,2015-01-12 19:12:29Z,revised,"Simple Injector, Function Not Being Intercepted?",added 100 characters in body
Steven,Stack Overflow,2014-12-24 19:32:21Z,revised,Modifying a variable from another class c#,edited tags
Steven,Stack Overflow,2015-01-18 19:55:28Z,revised,Conditional Resolve in Castle Windsor,Link to Null Object Pattern on Wikipedia added
Steven,Stack Overflow,2015-01-19 22:25:19Z,revised,ASP.NET MVC 5 + Owin + SimpleInjector,added 2 characters in body
Steven,Stack Overflow,2015-01-14 21:34:36Z,revised,Mime Types with Google App Engine,edited tags
Steven,Stack Overflow,2015-01-12 16:43:03Z,revised,Does NetEase&#39;s Pomelo use Udp or Tcp?,edited tags
